161764	161763
103771	103772
15962	147270
105069	14153
11749	157905
104064	160104
109996	109992
44256	151846
99362	137687
63296	2045
47407	156377
8424	158262
23760	139903
178301	178300
41242	179782
127974	41175
91308	128161
118844	171301
103774	160103
133087	179730
90616	165687
42220	129781
130154	130142
91885	124528
6191	179843
4551	185259
93377	172698
39368	113031
17381	118145
24199	182157
136331	136330
106216	110590
146938	146937
92642	92631
93070	155775
117678	117673
5788	90237
98883	180818
37493	172888
94059	19998
8200	157836
93558	115862
91489	96395
161462	161461
107439	141040
114616	114608
20161	146979
24678	151941
112957	112954
91377	99127
135269	135268
28510	139131
127518	127516
16995	140323
101832	166288
142177	142176
2459	109437
95895	95893
130273	140279
91663	173468
108283	116716
188402	188400
182370	182368
75571	161968
107875	120173
138352	86570
103496	178009
93831	179291
108192	108191
39149	102113
166013	166009
93550	175695
6959	91995
91374	177204
3580	102681
12960	129817
22854	149567
97799	113587
11745	122931
24435	96514
100533	18890
148965	148956
123939	123934
170179	170170
175427	127653
121472	154209
2390	144923
7974	177666
126956	126950
10444	139043
40616	184598
91411	20185
2891	173342
115250	115248
96230	128100
35695	135663
95604	135180
22195	135018
146998	146996
176495	176492
94586	157811
93857	93856
132438	132435
93138	154017
80	93901
5692	167656
92618	179806
10885	110738
171514	171503
2686	107143
3751	78484
78532	185014
95266	117586
11986	30289
10367	165098
16777	104995
95697	101331
6259	181945
9287	163905
96815	152678
123630	138977
9308	135880
21720	153191
93588	154462
99961	185937
145011	48318
96594	111966
6148	174403
188099	188098
1954	159697
77751	113564
104274	104275
3677	169020
108499	126089
188425	93204
160007	160001
91489	159047
91195	109108
16180	133137
1430	132116
5449	167855
107228	156415
159076	182966
99216	99215
121915	127612
19417	180597
109134	109131
103948	156998
108759	108755
97422	183537
128806	128805
128391	148983
35237	178028
83333	165583
99159	175521
126519	126516
164579	158352
11986	163067
92780	174503
98902	156241
93725	139260
115656	121983
22195	174762
106969	117215
104988	104981
118635	118633
90321	129358
91489	136178
90918	99501
97725	161413
11750	7892
42998	125943
24004	177957
89644	184914
105779	105775
91246	177447
143522	143523
12166	115843
123870	123869
146703	146701
96918	96916
127345	161834
133284	168084
180023	180021
156779	35371
103542	103543
111422	111418
92166	92165
100130	135878
11276	164445
103929	9369
111906	111907
9392	184573
93318	125967
122689	122680
126524	126525
130002	98734
91738	112906
117144	81439
127947	136003
115323	148050
94016	157102
135411	158943
14459	171798
151546	151544
12997	187624
99476	136763
4404	113592
185388	185389
90785	130617
100597	145254
33311	114162
70184	162466
98639	115447
99052	148341
128300	34680
134005	134001
95224	151207
160134	160126
77009	188020
55141	142155
24004	158641
4529	102487
15965	132028
52982	124068
118561	143311
179461	179455
139809	99867
106220	176143
186726	186723
27490	61255
98444	169932
65668	114424
144564	156410
22519	132879
99020	145736
35432	179520
117156	81439
103677	127202
95261	185777
2897	174908
130858	137871
40567	117036
178182	178179
94668	168230
133427	173808
1292	145939
6960	118668
32473	168419
156711	156710
118693	155415
92581	148800
93596	136640
138260	138258
96488	96483
39766	135688
37007	39357
95973	129533
180389	180388
161332	20185
172708	65801
18098	170044
1098	34140
110762	110757
152998	152997
23553	160824
103818	137487
18920	148551
103579	103577
115132	115128
85417	159345
90762	90752
100033	150744
99043	110590
96674	184541
92079	169997
7427	141264
113765	113763
39549	86871
5822	164461
24535	153952
92911	166025
187713	187704
120292	156067
100618	189234
93377	185518
99789	179986
112684	122330
102824	102823
13498	178948
18855	179892
11839	130857
184551	184547
157619	165102
91638	94155
99811	185706
126460	132182
13200	188234
136461	136460
126708	150926
94493	94488
173799	173797
115696	177324
103395	151280
4125	169895
50956	172189
90720	54632
90422	130303
133224	133222
185653	185652
5058	153462
5814	178028
90878	90660
38905	143605
37396	182414
96651	111095
106963	106958
154710	167870
174522	174520
172836	144780
90877	116621
175663	175656
1063	112414
108682	108683
97102	118738
137255	137243
162532	162530
1221	143461
92284	143519
2682	78345
102332	137584
15780	156913
38728	106481
142385	142384
4880	117121
108610	126937
99406	101421
134532	134527
6533	143249
12238	150934
20329	103173
1828	181674
127667	127668
92190	119561
127704	127700
72398	125832
29621	179082
92212	153342
108775	165966
98788	98789
2449	142659
129842	153712
90258	111471
1183	170511
163441	163442
125283	125272
124893	169851
5663	140044
95283	115479
181481	181478
103288	138266
80479	111254
62140	34616
147708	147709
1829	166506
90819	90812
101293	128582
83694	182728
92833	171093
6966	115368
4542	175249
1358	91543
99921	153442
130197	115430
101094	144662
83537	186639
88904	165117
135254	135252
56150	153259
101370	101359
676	185161
154986	118395
98831	176963
175792	24439
94027	187970
83945	142820
27366	120921
12758	95096
111179	71802
20238	125398
92245	115472
59476	97135
91671	91669
114180	114175
11775	102694
98576	117738
134425	159360
185157	185156
22704	149476
108540	169904
174915	174913
114491	167579
29252	9344
93716	175123
94504	182900
97062	167420
142117	169182
91464	174670
132669	152135
16456	147510
188557	188554
81013	136339
94229	152794
10522	137724
90561	90558
93568	93567
131575	131572
10155	125137
41415	144233
96808	96803
94137	180467
14300	66110
47976	110058
30856	183265
163794	154291
94	155786
347	125626
24288	148870
8357	166080
92572	112906
98883	98882
3902	182146
1580	81518
145369	167137
52624	145457
2917	179853
4410	133008
96057	154209
180260	180254
20298	143937
7566	95771
936	78912
9777	137100
19417	30714
144768	144767
168926	168925
93721	186673
92985	148851
126368	126356
145502	178529
30927	152341
101977	101972
59312	140557
6732	183872
3684	90301
94315	157793
145266	145264
99158	126686
97666	97667
144528	144525
94777	168004
181098	181096
104120	189089
4190	163698
8663	141639
167022	167018
133803	7531
5176	92165
97714	172642
30311	98957
100426	151629
135912	149462
3619	115582
124899	124897
101048	129568
113778	113777
88687	141232
4520	174096
114760	114761
70757	168831
157439	157437
97388	178011
3054	173356
3320	114389
5299	108792
116737	116735
92176	47313
2463	126453
115213	159381
31323	118365
38531	179836
8424	183838
32487	93317
104699	125646
145857	161365
19845	168312
17127	144708
93858	148018
129649	167483
90614	158219
96623	169600
12596	187143
94924	177966
138261	138258
39048	100884
96257	96255
92516	146719
10106	134001
182499	182495
110719	148525
101931	125480
92120	119070
92597	92591
43924	124678
105410	121797
98334	118892
14300	160921
38813	179738
92849	94098
182381	182378
2902	133193
1946	186095
75811	100649
2185	111349
702	111512
991	131205
182675	182673
102653	127630
20042	156444
122597	122594
90692	169635
30464	153475
171785	171778
105854	152194
54162	162907
795	123746
16972	171922
110750	185090
19773	142975
106440	106439
9270	142304
93367	186902
113207	126583
100751	169494
54345	171351
92273	139900
62293	115792
143462	24352
120765	148289
91635	140046
3215	156618
3464	166679
117876	174978
108980	126762
134068	134062
130295	188700
110323	110322
103448	12098
149095	151846
7922	188033
116913	153248
7038	150992
95836	95837
31681	48841
142983	142979
91095	108009
167024	114582
96631	96625
11117	171789
151090	46547
129245	129244
97627	117618
102442	102441
21286	113478
66850	150582
43426	163551
58030	91138
91173	160051
23529	145427
92130	107802
92780	99293
91510	106631
9329	123299
97402	178478
105961	146510
91335	183842
120293	175016
21344	127042
95910	174885
120481	120478
48153	108675
110384	164781
13097	175530
157832	157830
97059	151930
4596	177929
10720	86351
96651	146392
2676	183381
76295	119045
100688	103383
151712	177624
149368	174272
3890	136112
29041	105471
99288	99278
95087	141708
100097	155454
98126	157739
91047	91042
93608	128459
63695	157573
123775	136467
3890	166700
106096	116904
10102	161311
126494	134018
92883	151615
93205	44669
175592	175591
64524	151174
92279	108212
91793	176679
107221	158181
127748	132571
93442	152814
109733	109732
178922	178921
145076	145074
129860	150008
4184	40038
43038	178051
