75797	75796	1
89359	89350	1
72356	72354	1
1829	118334	2
25845	25840	1
8670	77680	2
19232	19226	1
15378	66543	1
4511	33885	1
18098	183515	2
47158	49423	1
31018	62040	1
92359	164532	2
11103	56278	1
468	78929	1
8492	67884	1
9747	58829	1
38783	48374	1
13712	59599	1
13198	13193	1
24688	105921	2
5601	66865	1
31520	138195	2
98930	131926	2
542	43652	1
1469	18413	1
92273	170823	2
672	7125	1
101448	139109	2
29899	79976	1
31006	31005	1
66143	66140	1
8320	8318	1
13235	47509	1
11859	66217	1
152728	101566	2
28924	51754	1
5684	37468	1
102450	122785	2
108469	128541	2
89610	89605	1
4916	29894	1
19794	19792	1
3951	54257	1
101642	171305	2
121209	20386	2
9662	75478	1
118306	188419	2
451	89144	1
15747	15738	1
103312	95729	2
99152	118744	2
131137	131134	2
21569	21567	1
69942	75235	1
10622	10620	1
6472	14138	1
22342	22330	1
92883	114779	2
13255	185660	2
127005	127000	2
107370	170881	2
19779	20884	1
52162	52159	1
7012	86318	1
123174	123172	2
6058	6051	1
4546	43789	1
5692	67136	1
23123	61851	1
991	141404	2
59277	59276	1
4474	4461	1
86064	86048	1
91489	136178	2
16158	186405	2
18530	71241	1
54839	54830	1
18205	70655	1
1166	29950	1
31027	31025	1
71915	71911	1
12649	113426	2
30513	30508	1
153250	164555	2
94295	186894	2
116114	116108	2
6242	49293	1
99043	185656	2
17603	17597	1
68286	68285	1
109367	139414	2
10883	40070	1
3177	67261	1
15451	15450	1
60103	140790	2
22670	26273	1
24642	53199	1
83601	83599	1
18867	94686	2
80027	80025	1
1528	12085	1
11895	71050	1
8274	51534	1
51092	65597	1
52242	52241	1
29223	14016	1
7423	69233	1
68565	68566	1
167469	116141	2
9618	65026	1
50554	50551	1
45391	52827	1
54939	54938	1
128474	128470	2
11346	50597	1
164096	164095	2
5356	81768	1
17787	21160	1
83297	83296	1
72900	72891	1
10471	45252	1
83945	161179	2
1837	19038	1
59807	68301	1
4	47721	1
11382	11371	1
7385	18412	1
94306	94305	2
9510	65987	2
15925	66872	1
88586	88587	1
12400	13894	1
98109	175038	2
20776	90009	1
106395	139007	2
84083	84081	1
36683	36680	1
98809	146618	2
9221	185660	2
47918	76997	1
142672	142670	2
92396	154916	2
83440	83431	1
28917	28909	1
18918	112254	2
146435	162501	2
5792	89102	1
13387	54019	1
2192	2183	1
93270	20359	2
105507	106989	2
90585	91295	2
23994	63451	2
595	133684	2
5024	37759	1
15893	182273	2
6556	81074	1
28412	28402	1
32146	32144	1
68736	68730	1
96059	113629	2
4276	18227	1
3715	3711	1
90510	107239	2
36473	81074	1
2407	42422	1
23935	69059	1
26777	26772	1
37836	70024	1
17485	45394	1
6895	38176	1
18874	70146	1
3890	141395	2
1826	20018	1
8414	62569	1
14228	73439	1
63250	79666	1
66477	66474	1
56421	56419	1
76381	76380	1
44525	44521	1
33971	9451	1
106375	106371	2
25608	54684	1
127066	127059	2
48167	48163	1
166257	166255	2
28156	82414	1
114264	134125	2
13210	48347	1
189133	189132	2
41516	41505	1
75841	75837	1
32590	64892	1
8716	158906	2
72328	72318	1
87996	87991	1
1213	43897	1
26636	80544	1
92984	57320	2
6383	68549	1
11886	35945	1
59013	47552	2
3961	70967	1
15456	15450	1
74175	74167	1
39381	40889	1
64461	64462	1
12087	15082	1
135	87635	1
35262	79515	1
18672	78054	1
3746	77841	1
35930	35928	1
16348	186802	2
38191	156877	2
9029	45999	1
98658	122416	2
172446	172445	2
30161	30148	1
99082	168460	2
44355	183546	2
85417	149474	2
22943	134702	2
96692	170635	2
6417	64665	1
62144	112538	2
39204	39202	1
1187	179904	2
92881	146407	2
20587	20584	1
103239	114780	2
4708	60336	1
65069	65066	1
12134	81312	1
1451	20569	1
12392	12388	1
9188	28886	1
12705	68624	1
94208	168024	2
92349	171299	2
101622	111976	2
70171	70170	1
9932	70751	1
3932	104814	2
37186	86210	1
8546	58971	1
109804	109803	2
10389	172874	2
94054	171388	2
15062	15059	1
36357	36355	1
2412	150064	2
96136	174105	2
57230	57228	1
170770	170768	2
66325	66322	1
108870	155862	2
5106	54748	1
6473	35616	1
4136	117107	2
23324	167149	2
1155	1156	1
4566	71364	1
91153	140277	2
1945	10185	1
92279	147890	2
35800	35798	1
2776	18934	1
114176	114175	2
8667	175710	2
65570	65571	1
10757	59798	1
3386	163541	2
38159	149886	2
26013	26009	1
2449	175042	2
102323	164739	2
3176	2497	1
101048	155936	2
3909	95875	2
6213	137699	2
1816	4204	1
95910	151477	2
49336	47509	1
69218	158012	2
4110	4111	1
35844	78560	1
65413	141814	2
2781	140907	2
18259	18255	1
3464	127917	2
175327	175326	2
21907	77127	1
3121	175042	2
10435	72492	1
116064	116063	2
95535	160103	2
140713	175799	2
68186	68187	1
96167	96164	2
44656	44653	1
7328	153229	2
84784	84782	1
5692	177635	2
9525	133918	2
13491	186639	2
61482	61478	1
56181	56180	1
103804	103803	2
129389	172317	2
52269	52268	1
30123	62108	1
64652	64641	1
111117	111115	2
65696	65690	1
71000	70999	1
61596	61594	1
7369	48740	1
11974	64740	1
61613	61612	1
3904	9702	1
94799	143455	2
54187	54185	1
13664	13665	1
23991	53249	1
20607	36093	1
86976	86975	1
100482	152926	2
108958	33389	2
16828	108396	2
91153	170888	2
122206	130863	2
8120	76289	1
917	912	1
173954	173952	2
104884	104879	2
65047	178619	2
25964	50773	1
52497	171412	2
599	79643	1
113145	168738	2
25324	59777	1
11010	27114	1
96692	175383	2
2704	10572	1
65511	65509	1
5505	78678	1
939	87134	1
30211	67032	1
9703	50811	1
9044	80583	1
3063	89679	1
135618	1252	2
73318	156662	2
64865	64864	1
85211	85210	1
203	177068	2
1406	50052	1
58441	58435	1
34088	34077	1
4714	4710	1
91738	179317	2
115943	115944	2
8253	52868	1
29553	86127	1
6841	64537	1
186308	186307	2
42741	42737	1
96877	132559	2
8825	83396	1
1055	73244	1
25807	72774	1
94471	107140	2
23846	23843	1
96130	172386	2
1059	14092	1
781	773	1
35237	156502	2
30702	30701	1
99910	182437	2
37202	70837	1
27722	151143	2
9930	11342	1
11260	47243	1
1678	64131	1
674	85721	1
11154	25122	1
37444	148723	2
62830	62828	1
7752	36316	1
33130	33129	1
29244	29245	1
44824	156977	2
1528	184354	2
4988	69817	1
5910	5908	1
13580	36200	1
63066	86832	1
24	44448	1
23365	23364	1
16070	148295	2
703	136602	2
28569	76008	1
13321	13310	1
4639	174158	2
17360	17356	1
16	72831	1
14679	63102	1
65034	65029	1
67702	67696	1
96297	50663	2
5668	5669	1
5129	118829	2
6141	13164	1
1527	35019	1
8943	149347	2
6941	6935	1
68949	68950	1
76533	76530	1
10052	60881	1
11562	52223	1
11122	61178	1
53464	53456	1
104661	90682	2
98403	156976	2
48544	77736	1
18514	177490	2
8844	88474	1
3050	79799	1
674	39876	1
468	22236	1
59735	173193	2
5796	41570	1
23517	23514	1
176399	176400	2
182825	182826	2
94160	97502	2
30534	63405	1
24593	33300	1
67778	67775	1
12141	56717	1
12134	86359	1
55079	174615	2
34888	34884	1
164508	164500	2
32179	36378	1
186346	186342	2
5298	19615	1
28815	86954	1
14787	18515	2
62616	62615	1
44158	44157	1
57619	87169	1
104669	154375	2
16728	58434	1
107385	154660	2
124024	124016	2
30877	113965	2
25892	26530	1
138103	138100	2
16066	125349	2
87432	67359	2
13538	34631	1
64660	64657	1
10348	10340	1
10843	47313	1
96966	81439	2
131529	131524	2
22046	22044	1
3414	70820	1
13578	69609	1
3677	48304	1
99008	99006	2
20176	169584	2
18900	18896	1
20208	20206	1
4547	43096	1
46382	55081	1
6294	32759	1
110691	15094	2
54669	103823	2
6960	180134	2
113634	137400	2
56455	57097	1
2574	118570	2
21286	100584	2
160737	160736	2
6969	69917	1
9692	38310	1
11826	116797	2
146830	146827	2
40742	40736	1
18421	79215	1
26571	74954	1
14538	170046	2
1469	175979	2
11791	58650	1
170637	170635	2
108985	185258	2
11769	50488	1
75682	172776	2
1358	81807	1
3186	40196	1
1962	88590	1
184290	184289	2
1143	45254	1
22786	22785	1
123721	137074	2
27146	52359	1
44715	170833	2
19472	19467	1
127687	140059	2
13689	13677	1
103808	130766	2
24913	172189	2
119338	119339	2
32775	85273	1
1954	60081	1
18642	18634	1
171341	171338	2
19531	23074	1
2498	20311	1
20624	83394	1
13583	49881	1
47814	184306	2
28119	68730	1
148734	130680	2
12610	39275	1
1899	1889	1
10788	42576	1
31645	43558	1
100949	118071	2
98685	188254	2
1532	17185	1
77705	77700	1
134463	140468	2
144857	161070	2
878	180519	2
40083	40079	1
69413	69412	1
32514	32510	1
110887	110886	2
116838	132769	2
9237	55123	1
94275	110507	2
101826	101825	2
8531	8528	1
119788	119786	2
99981	128265	2
118407	70446	2
31748	120231	2
35912	112952	2
42346	42343	1
91657	136464	2
3056	60585	1
1520	9427	1
25316	77169	1
10771	59488	1
23639	28575	1
19359	19360	1
9151	33810	1
4088	84212	1
27337	85245	1
5344	42086	1
122603	122604	2
139811	180404	2
44650	38059	1
12689	25084	1
92593	156646	2
25231	120119	2
16213	16210	1
35288	35287	1
155617	163387	2
23246	23244	1
106913	166009	2
13077	76159	1
164756	164752	2
8984	8977	1
98358	135933	2
61159	127606	2
12131	50765	1
101596	141362	2
12087	12088	1
77374	77372	1
6129	50305	1
105869	168980	2
60848	60839	1
59057	59058	1
153611	153612	2
103273	144975	2
6545	82399	1
51589	51587	1
26079	26075	1
1292	52824	2
45191	45184	1
93241	20387	2
16106	80210	1
51438	68518	1
72519	72516	1
34341	72076	1
92129	145758	2
24883	24869	1
117810	117807	2
31659	31660	1
11143	145520	2
11019	83340	1
49360	55536	1
8103	83061	1
698	117206	2
127021	142109	2
70757	117978	2
24823	83083	1
6334	17967	1
1157	93453	2
92658	147702	2
3465	45422	1
39318	60968	1
70300	117512	2
92462	122061	2
92189	147213	2
14978	83854	1
8101	61496	1
75637	143097	2
30921	49780	1
98883	138320	2
957	17893	1
21721	21718	1
17896	17893	1
120181	120180	2
73408	90196	1
2541	44187	1
18742	121168	2
63681	135167	2
101328	149044	2
10651	77993	1
21493	21491	1
9772	147865	2
100260	100256	2
2367	35256	1
93933	151767	2
63433	81739	1
11622	170067	2
99434	99431	2
104717	104712	2
871	6530	1
1105	78798	1
5682	61625	1
8470	66025	1
93178	107604	2
19774	39206	1
1537	93861	2
2389	48755	1
35192	70881	1
77105	23568	1
43900	86512	1
17145	17141	1
534	22196	1
17134	17129	1
100723	188463	2
99298	99297	2
96472	137692	2
107276	176290	2
4977	84836	1
112477	112473	2
62142	62141	1
94846	141162	2
12939	51813	1
2133	3442	1
17745	114781	2
187767	187766	2
6112	21343	1
41468	65441	1
116606	25202	2
32068	94647	2
38753	99525	2
128147	129863	2
29334	32746	1
3136	72382	1
151212	151211	2
11011	68695	1
103060	137433	2
97665	151949	2
